NumberOfFollowings,NumberOfFollowers,NumberOfTweets,AccountAge,no_userfavourites,no_retweets,no_statuses,spammer
2001,1450,273,198,0.7246376811594203,1.378787878787879,0.645,0
17,29,128,205,1.7058823529411764,0.624390243902439,0.5625,0
159,96,1097,197,0.6037735849056604,5.568527918781726,0.28,0
2,2,5,204,1.0,0.0245098039215686,0.0,0
47,25,136,206,0.5319148936170213,0.6601941747572816,0.1691176470588235,0
40,560,3789,197,14.0,19.233502538071065,1.0259067357512954,0
165,746,948,196,4.5212121212121215,4.836734693877551,1.245,0
19,31,233,193,1.631578947368421,1.2072538860103628,0.21,0
118,56,1070,203,0.4745762711864407,5.270935960591133,0.82,0
19,28,166,198,1.4736842105263157,0.8383838383838383,0.572289156626506,0
57,94,201,192,1.649122807017544,1.046875,0.255,0
124,139,2638,202,1.1209677419354838,13.05940594059406,0.785,0
55,122,913,199,2.2181818181818183,4.587939698492463,0.81,0
124,82,6134,205,0.6612903225806451,29.921951219512195,0.8,0
91,58,1151,192,0.6373626373626373,5.994791666666667,0.77,0
26,55,1180,194,2.1153846153846154,6.082474226804123,0.35,0
2001,1462,2404,200,0.7306346826586707,12.02,0.005,0
502,630,8106,196,1.254980079681275,41.35714285714285,0.685,0
14,31,1242,192,2.2142857142857144,6.46875,0.545,0
37,26,48,193,0.7027027027027027,0.2487046632124352,0.5208333333333334,0
19,18,57,197,0.9473684210526316,0.2893401015228426,0.1578947368421052,0
170,175,5744,206,1.0294117647058822,27.883495145631063,0.7537688442211056,0
353,329,1558,196,0.9320113314447592,7.948979591836735,1.265,0
62,102,308,193,1.6451612903225807,1.5958549222797926,0.385,0
73,66,3524,193,0.9041095890410958,18.259067357512954,0.305,0
17,20,383,202,1.1764705882352942,1.896039603960396,0.1105527638190954,0
70,127,1573,208,1.8142857142857145,7.5625,0.3969849246231156,0
36,69,759,198,1.9166666666666667,3.8333333333333335,0.2054054054054054,0
22,21,96,207,0.9545454545454546,0.463768115942029,0.0,0
39,36,705,207,0.9230769230769232,3.4057971014492754,0.7208121827411168,0
20,23,378,192,1.15,1.96875,0.53,0
51,29,503,205,0.5686274509803921,2.453658536585366,0.23,0
297,295,467,200,0.9932659932659932,2.335,0.905027932960894,0
71,80,3769,205,1.1267605633802815,18.385365853658534,0.215,0
20,54,1050,196,2.7,5.357142857142857,0.395,0
30,69,659,193,2.3,3.414507772020725,0.59,0
14,16,19,199,1.1428571428571428,0.0954773869346733,0.3157894736842105,0
55,53,3227,197,0.9636363636363636,16.380710659898476,0.165,0
450,306,544,197,0.68,2.761421319796954,1.076142131979695,0
131,141,1620,191,1.076335877862595,8.481675392670157,0.6684782608695652,0
76,159,674,192,2.0921052631578947,3.5104166666666665,0.995,0
54,34,675,204,0.6296296296296297,3.3088235294117645,0.4010152284263959,0
112,194,163,198,1.7321428571428572,0.8232323232323232,0.263803680981595,0
152,89,25,197,0.5855263157894737,0.1269035532994923,0.2,0
1548,977,2709,201,0.6311369509043928,13.477611940298509,0.1513513513513513,0
102,70,295,203,0.6862745098039216,1.4532019704433496,0.985,0
167,287,4133,195,1.718562874251497,21.194871794871798,1.265,0
224,116,493,193,0.5178571428571429,2.5544041450777204,0.895,0
27,69,6848,193,2.555555555555556,35.48186528497409,0.705,0
26,9,81,191,0.3461538461538461,0.4240837696335078,0.5308641975308642,0
53,31,136,191,0.5849056603773585,0.7120418848167539,0.0808823529411764,0
376,484,1133,192,1.2872340425531914,5.901041666666667,1.135,0
104,89,476,197,0.8557692307692307,2.416243654822335,0.42,0
173,160,655,203,0.9248554913294798,3.226600985221675,0.535,0
39,154,7397,203,3.948717948717949,36.4384236453202,0.785,0
79,64,253,199,0.810126582278481,1.271356783919598,0.15,0
26,41,1096,195,1.5769230769230769,5.62051282051282,0.41,0
291,155,1575,204,0.5326460481099656,7.720588235294118,0.3015075376884422,0
117,38,205,204,0.3247863247863248,1.0049019607843137,0.24,0
293,249,9141,192,0.8498293515358362,47.609375,0.745,0
82,502,144,199,6.121951219512195,0.7236180904522613,0.8652482269503546,0
33,33,106,192,1.0,0.5520833333333334,0.320754716981132,0
326,472,11081,201,1.4478527607361964,55.12935323383085,1.175,0
56,50,106,192,0.8928571428571429,0.5520833333333334,0.0,0
194,213,1363,193,1.097938144329897,7.062176165803109,1.15,0
178,344,7395,203,1.9325842696629212,36.42857142857143,0.9292929292929292,0
6,4,48,193,0.6666666666666666,0.2487046632124352,0.0416666666666666,0
149,26,711,192,0.174496644295302,3.703125,0.505,0
27,31,236,205,1.148148148148148,1.151219512195122,0.22,0
118,44,209,197,0.3728813559322034,1.0609137055837563,0.58,0
183,429,678,191,2.344262295081968,3.549738219895288,0.8391959798994975,0
14,19,880,191,1.3571428571428572,4.607329842931938,0.355,0
3,2,301,197,0.6666666666666666,1.5279187817258884,0.0,0
73,400,16465,194,5.47945205479452,84.87113402061856,1.595,0
1088,1134,17959,193,1.0422794117647058,93.05181347150258,0.735,0
27,42,565,207,1.5555555555555556,2.729468599033817,0.375,0
27,36,3288,194,1.3333333333333333,16.948453608247423,0.165,0
1,55,17139,193,55.0,88.80310880829016,0.005,0
106,100,263,190,0.9433962264150944,1.3842105263157896,0.485,0
134,317,3416,205,2.3656716417910446,16.663414634146342,0.9444444444444444,0
47,132,1495,197,2.8085106382978724,7.588832487309645,0.0,0
16,23,401,196,1.4375,2.045918367346939,0.375,0
430,302,1162,204,0.7023255813953488,5.696078431372549,0.6834170854271356,0
2001,1738,4544,192,0.8685657171414293,23.666666666666668,0.0,0
74,57,294,202,0.7702702702702703,1.4554455445544554,0.2763819095477386,0
40,32,184,197,0.8,0.934010152284264,1.125,0
68,85,1354,197,1.25,6.873096446700508,0.675,0
26,44,687,200,1.6923076923076923,3.435,0.02,0
5,78,1494,203,15.6,7.359605911330049,0.5,0
0,426,4855,194,inf,25.02577319587629,0.0,0
48,78,1065,196,1.625,5.433673469387755,0.85,0
71,783,7865,199,11.028169014084508,39.52261306532663,0.0,0
241,241,691,201,1.0,3.437810945273632,0.57,0
65,69,379,205,1.0615384615384615,1.848780487804878,0.2814070351758794,0
2,15,983,200,7.5,4.915,0.0,0
317,400,2088,200,1.2618296529968454,10.44,0.7889447236180904,0
117,293,3843,202,2.5042735042735043,19.024752475247524,0.91,0
4,4,92,205,1.0,0.448780487804878,0.1956521739130435,0
458,342,967,194,0.7467248908296943,4.984536082474227,0.835,0
4,12,17,192,3.0,0.0885416666666666,0.0,0
882,1336,13490,193,1.5147392290249433,69.89637305699482,0.655,0
110,86,11534,202,0.7818181818181819,57.0990099009901,0.9438775510204082,0
130,103,496,203,0.7923076923076923,2.4433497536945814,0.93,0
543,514,5447,198,0.9465930018416208,27.51010101010101,0.475,0
1511,834,171,204,0.5519523494374586,0.8382352941176471,0.2105263157894736,0
183,183,216,197,1.0,1.0964467005076142,0.055,0
64,73,579,195,1.140625,2.9692307692307693,0.44,0
44,31,51,193,0.7045454545454546,0.2642487046632124,0.196078431372549,0
1781,1079,4927,206,0.6058394160583942,23.91747572815534,0.75,0
49,29,85,197,0.5918367346938775,0.4314720812182741,0.3283582089552239,0
61,38,525,204,0.6229508196721312,2.573529411764706,0.4438775510204081,0
23,43,1029,199,1.8695652173913044,5.170854271356784,0.435,0
389,363,688,202,0.9331619537275064,3.405940594059406,0.63,0
52,126,2214,198,2.423076923076923,11.181818181818182,0.755,0
16,35,456,193,2.1875,2.3626943005181347,0.635,0
190,315,8575,199,1.6578947368421053,43.09045226130653,0.885,0
47,31,1655,191,0.6595744680851063,8.664921465968586,0.625,0
136,157,569,204,1.1544117647058822,2.7892156862745097,0.515,0
107,27,2078,198,0.2523364485981308,10.494949494949497,0.305,0
41,59,620,203,1.4390243902439024,3.0541871921182264,0.7929292929292929,0
173,200,727,204,1.1560693641618498,3.563725490196078,0.4371859296482412,0
72,50,843,206,0.6944444444444444,4.092233009708738,0.585,0
388,475,9090,202,1.2242268041237114,45.0,0.88,0
19,31,129,204,1.631578947368421,0.6323529411764706,0.3821138211382114,0
194,226,2880,194,1.1649484536082475,14.845360824742269,1.025,0
11,2,29,202,0.1818181818181818,0.1435643564356435,0.0344827586206896,0
20,17,33,203,0.85,0.1625615763546798,0.2424242424242424,0
81,40,463,192,0.4938271604938271,2.411458333333333,0.36,0
156,333,4023,196,2.1346153846153846,20.525510204081638,0.985,0
89,49,289,206,0.550561797752809,1.4029126213592231,0.7922077922077922,0
247,340,8075,203,1.3765182186234817,39.77832512315271,0.83,0
143,211,1979,194,1.4755244755244756,10.20103092783505,1.265,0
92,147,3106,193,1.5978260869565215,16.093264248704664,0.67,0
466,322,893,195,0.6909871244635193,4.579487179487179,0.72,0
135,87,505,190,0.6444444444444445,2.6578947368421053,0.0,0
60,76,1313,196,1.2666666666666666,6.698979591836735,0.81,0
87,221,2359,202,2.5402298850574714,11.678217821782178,1.19,0
24,39,305,197,1.625,1.5482233502538072,0.345,0
2,0,9,191,0.0,0.0471204188481675,0.8888888888888888,0
148,113,1537,197,0.7635135135135135,7.802030456852792,0.41,0
37,55,1149,194,1.4864864864864864,5.922680412371134,0.38,0
82,132,2506,201,1.6097560975609757,12.467661691542288,0.7040816326530612,0
142,701,15900,191,4.936619718309859,83.24607329842932,0.025,0
3509,3398,7780,195,0.9683670561413508,39.8974358974359,0.8010204081632653,0
42,72,1152,197,1.7142857142857142,5.847715736040609,0.31,0
12,22,308,202,1.8333333333333333,1.5247524752475248,0.155,0
173,411,3661,199,2.375722543352601,18.39698492462312,0.925,0
10,17,85,194,1.7,0.4381443298969072,0.1764705882352941,0
115,103,3776,190,0.8956521739130435,19.87368421052632,0.765,0
125,175,9149,193,1.4,47.40414507772021,0.235,0
64,40,163,191,0.625,0.8534031413612565,1.0245398773006136,0
196,215,3498,194,1.096938775510204,18.030927835051543,0.515,0
1,43,20339,195,43.0,104.3025641025641,0.04,0
67,70,938,197,1.044776119402985,4.761421319796955,0.4321608040201005,0
101,108,981,203,1.0693069306930694,4.832512315270936,0.8592964824120602,0
232,342,6136,192,1.4741379310344829,31.95833333333333,0.445,0
25,36,282,189,1.44,1.492063492063492,0.45,0
30,57,751,191,1.9,3.931937172774869,0.78,0
46,119,2091,194,2.5869565217391304,10.778350515463918,0.33,0
110,85,698,201,0.7727272727272727,3.472636815920398,0.6482412060301508,0
133,196,1050,191,1.4736842105263157,5.49738219895288,0.0,0
7,34,458,190,4.857142857142857,2.4105263157894736,0.005,0
78,230,1029,189,2.948717948717949,5.444444444444445,0.365,0
24,36,223,195,1.5,1.1435897435897435,0.005,0
73,96,1819,195,1.3150684931506849,9.328205128205129,0.32,0
238,441,9150,192,1.8529411764705883,47.65625,0.92,0
211,42,190,201,0.1990521327014218,0.945273631840796,0.231578947368421,0
133,232,2636,197,1.744360902255639,13.380710659898478,0.3604060913705584,0
142,552,4764,198,3.887323943661972,24.060606060606062,0.7939698492462312,0
93,44,446,198,0.4731182795698925,2.2525252525252526,0.4,0
379,271,2374,195,0.7150395778364116,12.174358974358974,0.335,0
16,18,32,201,1.125,0.1592039800995024,0.03125,0
32,60,356,194,1.875,1.8350515463917525,0.55,0
106,134,2757,190,1.2641509433962264,14.510526315789471,0.7,0
531,387,436,203,0.7288135593220338,2.147783251231527,0.35,0
43,59,1560,193,1.372093023255814,8.082901554404145,0.63,0
3,20,14,201,6.666666666666667,0.0696517412935323,0.0,0
41,41,407,189,1.0,2.153439153439153,0.365,0
47,32,117,201,0.6808510638297872,0.582089552238806,0.3217391304347826,0
97,103,1671,190,1.0618556701030928,8.794736842105262,0.425,0
238,348,819,192,1.4621848739495795,4.265625,0.75,0
35,278,3682,199,7.942857142857143,18.502512562814072,0.6903553299492385,0
82,130,936,189,1.5853658536585369,4.9523809523809526,0.485,0
46,57,84,205,1.2391304347826086,0.4097560975609756,0.369047619047619,0
190,251,2392,200,1.3210526315789477,11.96,0.765,0
298,103,809,202,0.3456375838926174,4.0049504950495045,1.335,0
279,1266,11922,198,4.537634408602151,60.21212121212121,1.025,0
37,32,42,190,0.8648648648648649,0.2210526315789473,0.0714285714285714,0
224,118,618,203,0.5267857142857143,3.044334975369458,0.455,0
193,59,373,197,0.3056994818652849,1.8934010152284264,0.06,0
3770,3851,6214,190,1.0214854111405836,32.705263157894734,0.0,0
40,44,93,192,1.1,0.484375,0.1182795698924731,0
21,56,490,193,2.6666666666666665,2.538860103626943,0.575,0
24,33,263,201,1.375,1.308457711442786,0.635,0
0,91,264,192,inf,1.375,0.0,0
214,289,7199,193,1.3504672897196262,37.30051813471503,1.09,0
110,127,2407,203,1.1545454545454543,11.857142857142858,0.5463917525773195,0
162,129,1557,192,0.7962962962962963,8.109375,0.35,0
23,58,751,194,2.5217391304347827,3.8711340206185567,0.24,0
187,521,12773,202,2.786096256684492,63.23267326732673,1.0050251256281406,0
80,72,132,196,0.9,0.673469387755102,0.3409090909090909,0
0,75,1194,190,inf,6.28421052631579,0.0,0
220,226,133,190,1.0272727272727271,0.7,0.0225563909774436,0
76,72,1036,191,0.9473684210526316,5.424083769633508,0.64,0
13,11,704,196,0.8461538461538461,3.591836734693877,0.29,0
142,196,974,195,1.380281690140845,4.994871794871795,1.0,0
21,11,5603,191,0.5238095238095238,29.33507853403141,0.58,0
20,24,12,205,1.2,0.0585365853658536,0.0833333333333333,0
38,22,323,195,0.5789473684210527,1.6564102564102563,0.4,0
21,24,196,198,1.1428571428571428,0.98989898989899,0.5306122448979592,0
24,14,382,189,0.5833333333333334,2.0211640211640214,0.29,0
578,942,5009,192,1.629757785467128,26.088541666666668,0.69,0
87,69,8606,192,0.7931034482758621,44.82291666666666,0.6,0
10,20,33,202,2.0,0.1633663366336633,0.0606060606060606,0
32,42,870,203,1.3125,4.285714285714286,0.24,0
588,595,9904,197,1.011904761904762,50.2741116751269,0.925,0
240,171,1715,196,0.7125,8.75,1.33,0
735,937,4350,190,1.2748299319727892,22.894736842105264,0.52,0
21,25,50,191,1.1904761904761905,0.2617801047120419,0.4,0
170,188,2714,192,1.1058823529411763,14.135416666666666,0.84,0
10,10,109,194,1.0,0.5618556701030928,0.128440366972477,0
591,544,2610,201,0.9204737732656514,12.985074626865671,0.0,0
15,23,743,201,1.5333333333333334,3.6965174129353233,0.17,0
76,81,1013,202,1.0657894736842106,5.014851485148514,0.1897435897435897,0
101,174,1598,191,1.7227722772277227,8.366492146596858,1.185,0
164,196,805,200,1.195121951219512,4.025,0.6868686868686869,0
89,50,332,188,0.5617977528089888,1.7659574468085106,0.3,0
100,78,356,194,0.78,1.8350515463917525,0.58,0
290,53,513,190,0.1827586206896551,2.7,0.59,0
52,35,95,192,0.6730769230769231,0.4947916666666667,0.1368421052631579,0
185,116,2733,190,0.6270270270270271,14.384210526315789,0.7777777777777778,0
2511,3574,1393,196,1.423337315810434,7.107142857142857,0.64,0
244,279,4814,191,1.1434426229508197,25.20418848167539,0.8,0
933,731,1235,204,0.7834941050375134,6.053921568627451,1.2835051546391754,0
41,39,165,192,0.951219512195122,0.859375,0.9818181818181818,0
49,28,674,204,0.5714285714285714,3.303921568627451,0.175,0
34,21,76,202,0.6176470588235294,0.3762376237623762,0.0263157894736842,0
174,200,1731,195,1.1494252873563218,8.876923076923077,1.3316582914572863,0
47,32,110,193,0.6808510638297872,0.5699481865284974,0.6090909090909091,0
43,34,360,188,0.7906976744186046,1.9148936170212767,0.46875,0
9,13,41,200,1.4444444444444444,0.205,0.2439024390243902,0
46,24,114,195,0.5217391304347826,0.5846153846153846,0.0,0
59,121,2127,189,2.0508474576271185,11.253968253968257,0.605,0
36,56,1150,200,1.5555555555555556,5.75,0.6548223350253807,0
27,46,861,192,1.7037037037037035,4.484375,0.155,0
17,16,710,197,0.9411764705882352,3.604060913705584,0.0,0
225,207,2102,194,0.92,10.835051546391751,0.815,0
110,82,2267,190,0.7454545454545455,11.93157894736842,1.115,0
52,64,773,202,1.2307692307692308,3.826732673267327,0.625,0
154,189,1811,196,1.2272727272727273,9.239795918367347,0.6984924623115578,0
23,29,229,190,1.2608695652173914,1.2052631578947368,0.295,0
58,40,70,188,0.6896551724137931,0.3723404255319149,0.2142857142857142,0
50,117,278,202,2.34,1.376237623762376,0.1542857142857142,0
53,55,331,188,1.0377358490566038,1.7606382978723405,0.29,0
110,192,967,195,1.7454545454545454,4.958974358974359,0.505,0
43,10,57,193,0.2325581395348837,0.2953367875647668,0.175438596491228,0
349,186,841,199,0.5329512893982808,4.226130653266332,0.0,0
160,122,876,200,0.7625,4.38,1.28,0
78,162,3337,189,2.076923076923077,17.656084656084655,0.81,0
166,89,659,188,0.536144578313253,3.50531914893617,0.34,0
102,102,2035,195,1.0,10.435897435897436,0.34,0
34,41,824,195,1.2058823529411764,4.225641025641026,0.2,0
86,130,591,196,1.5116279069767442,3.01530612244898,0.12,0
33,57,70,187,1.7272727272727273,0.374331550802139,0.0285714285714285,0
77,54,203,200,0.7012987012987013,1.015,0.335,0
9,32,630,197,3.555555555555556,3.197969543147208,0.58,0
95,56,836,187,0.5894736842105263,4.470588235294118,0.48,0
39,134,1033,196,3.435897435897436,5.270408163265306,0.4972375690607735,0
20,10,29,188,0.5,0.1542553191489361,0.1034482758620689,0
59,49,305,189,0.8305084745762712,1.6137566137566135,0.25,0
28,39,1868,188,1.3928571428571428,9.936170212765957,0.25,0
69,151,1590,196,2.188405797101449,8.112244897959183,0.685,0
226,122,798,199,0.5398230088495575,4.010050251256281,0.105,0
40,117,1532,199,2.925,7.698492462311558,0.53,0
1108,758,275,187,0.6841155234657039,1.4705882352941178,0.125,0
248,197,1498,187,0.7943548387096774,8.010695187165775,0.38,0
76,125,1421,188,1.644736842105263,7.558510638297872,0.6080402010050251,0
44,145,2173,187,3.2954545454545454,11.620320855614974,0.76,0
55,29,1616,200,0.5272727272727272,8.08,0.03,0
50,53,1717,191,1.06,8.989528795811518,0.5,0
117,125,2370,191,1.0683760683760684,12.408376963350785,0.05,0
43,38,576,193,0.8837209302325582,2.9844559585492227,0.075,0
140,126,1185,192,0.9,6.171875,0.325,0
44,16,320,200,0.3636363636363636,1.6,0.155,0
228,65,64,193,0.2850877192982456,0.3316062176165803,0.0,0
750,588,8819,199,0.784,44.31658291457286,0.7934782608695652,0
100,140,2539,200,1.4,12.695,0.67,0
76,86,91,201,1.131578947368421,0.4527363184079602,0.5,0
90,34,1318,191,0.3777777777777777,6.900523560209424,0.45,0
191,297,5143,200,1.5549738219895288,25.715,0.59,0
234,329,4942,189,1.405982905982906,26.14814814814815,0.875,0
138,72,2193,189,0.5217391304347826,11.603174603174605,0.9175257731958762,0
320,208,1950,197,0.65,9.898477157360404,0.655,0
59,85,2108,192,1.4406779661016949,10.979166666666666,0.085,0
111,49,407,191,0.4414414414414414,2.130890052356021,0.91,0
17,24,331,203,1.411764705882353,1.6305418719211822,0.055,0
0,255,17680,198,inf,89.29292929292929,0.0,0
275,178,1856,203,0.6472727272727272,9.142857142857142,1.57,0
42,144,931,189,3.4285714285714284,4.925925925925926,0.57,0
19,17,628,201,0.8947368421052632,3.1243781094527363,0.195,0
117,1483,2774,189,12.675213675213676,14.677248677248675,0.62,0
40,29,121,200,0.725,0.605,0.2066115702479339,0
47,37,906,186,0.7872340425531915,4.870967741935484,0.465,0
124,137,2511,192,1.1048387096774193,13.078125,0.7,0
36,285,2601,196,7.916666666666667,13.270408163265309,0.97,0
4617,4236,8027,201,0.917478882391163,39.93532338308458,0.11,0
158,102,4769,199,0.6455696202531646,23.964824120603016,0.9949748743718592,0
11,20,509,191,1.818181818181818,2.6649214659685865,0.7,0
316,213,4652,199,0.6740506329113924,23.376884422110557,0.8797814207650273,0
501,312,1738,188,0.6227544910179641,9.24468085106383,1.155,0
48,61,104,188,1.2708333333333333,0.5531914893617021,0.375,0
211,197,22209,188,0.933649289099526,118.13297872340424,0.38,0
185,284,2387,190,1.5351351351351352,12.56315789473684,0.955,0
91,59,696,199,0.6483516483516484,3.4974874371859297,0.125,0
170,76,379,202,0.4470588235294118,1.876237623762376,0.855,0
68,5669,31333,201,83.36764705882354,155.8855721393035,0.8592964824120602,0
244,180,1692,194,0.7377049180327869,8.721649484536082,0.9646464646464646,0
139,130,4411,188,0.935251798561151,23.46276595744681,0.86,0
203,242,3294,188,1.192118226600985,17.52127659574468,0.86,0
130,211,4497,196,1.623076923076923,22.943877551020407,0.79,0
66,69,831,203,1.0454545454545454,4.093596059113301,1.0837696335078535,0
113,91,1631,192,0.8053097345132744,8.494791666666666,0.765,0
117,125,2938,186,1.0683760683760684,15.795698924731182,1.125,0
94,126,1821,188,1.3404255319148937,9.686170212765957,0.53,0
84,86,16902,197,1.0238095238095235,85.79695431472081,0.625,0
281,173,1949,189,0.6156583629893239,10.312169312169312,1.07,0
35,38,538,198,1.0857142857142856,2.717171717171717,0.5279187817258884,0
247,317,2970,188,1.2834008097165992,15.797872340425531,0.745,0
37,211,7434,187,5.702702702702703,39.75401069518717,1.22,0
697,115,507,202,0.1649928263988522,2.50990099009901,0.52,0
91,97,452,191,1.065934065934066,2.3664921465968587,0.945,0
39,32,39,188,0.8205128205128205,0.2074468085106383,0.6666666666666666,0
26,21,149,189,0.8076923076923077,0.7883597883597884,0.1275167785234899,0
70,269,222,189,3.842857142857143,1.1746031746031746,0.56,0
267,1382,1397,194,5.176029962546816,7.201030927835052,0.445,0
505,414,10841,189,0.8198019801980198,57.35978835978836,0.995,0
69,23,340,190,0.3333333333333333,1.7894736842105263,0.29,0
35,15,50,191,0.4285714285714285,0.2617801047120419,0.38,0
25,63,1791,194,2.52,9.231958762886595,0.025,0
293,61,28,187,0.2081911262798634,0.1497326203208556,0.75,0
47,33,251,189,0.7021276595744681,1.328042328042328,0.755,0
219,173,2299,199,0.7899543378995434,11.552763819095478,0.7676767676767676,0
866,866,5382,195,1.0,27.6,0.0,0
34,38,202,199,1.1176470588235294,1.015075376884422,0.43,0
530,269,6422,192,0.5075471698113208,33.447916666666664,0.57,0
119,206,4353,191,1.73109243697479,22.790575916230367,0.655,0
0,23,487,191,inf,2.549738219895288,0.0,0
83,119,871,198,1.4337349397590362,4.398989898989899,0.3910614525139664,0
118,135,4654,202,1.1440677966101696,23.03960396039604,0.31,0
394,172,1029,193,0.4365482233502538,5.331606217616581,0.665,0
29,17,91,202,0.5862068965517241,0.4504950495049505,0.6853932584269663,0
56,151,2294,202,2.696428571428572,11.356435643564357,1.055,0
63,130,1822,192,2.063492063492064,9.489583333333334,1.465,0
72,105,1742,197,1.4583333333333333,8.842639593908629,0.57,0
158,139,3077,187,0.879746835443038,16.454545454545453,0.445,0
95,109,755,186,1.1473684210526316,4.059139784946237,0.1256281407035175,0
83,29,214,191,0.3493975903614458,1.1204188481675392,0.345,0
940,614,207,192,0.6531914893617021,1.078125,0.015,0
46,34,459,191,0.7391304347826086,2.4031413612565444,0.355,0
46,77,25,189,1.673913043478261,0.1322751322751322,0.36,0
248,287,12441,186,1.157258064516129,66.88709677419355,0.405,0
267,718,11273,196,2.689138576779026,57.515306122448976,1.13,0
538,178,1553,197,0.3308550185873606,7.883248730964467,0.565,0
29,42,180,188,1.4482758620689655,0.9574468085106383,1.1055555555555556,0
161,69,176,197,0.4285714285714285,0.8934010152284264,0.5872093023255814,0
153,68,190,196,0.4444444444444444,0.9693877551020408,0.6052631578947368,0
58,53,809,188,0.913793103448276,4.303191489361702,0.31,0
98,127,4477,194,1.2959183673469388,23.077319587628867,1.185,0
92,110,190,188,1.1956521739130437,1.0106382978723405,0.6842105263157895,0
43,18,373,189,0.4186046511627907,1.9735449735449733,0.025,0
56,9,272,193,0.1607142857142857,1.4093264248704662,0.08,0
24,42,304,196,1.75,1.5510204081632653,0.0854271356783919,0
36,45,209,194,1.25,1.077319587628866,0.235,0
238,362,4495,192,1.5210084033613445,23.41145833333333,1.0,0
454,407,3298,199,0.8964757709251101,16.57286432160804,0.365,0
199,202,2145,188,1.015075376884422,11.409574468085106,0.91,0
44,403,497,189,9.159090909090908,2.6296296296296298,0.685,0
25,2433,495,198,97.32,2.5,0.015,0
184,60,1737,199,0.3260869565217391,8.728643216080402,0.175,0
48,61,896,199,1.2708333333333333,4.50251256281407,0.23,0
37,44,596,198,1.1891891891891893,3.01010101010101,0.265,0
35,66,117,185,1.8857142857142857,0.6324324324324324,0.0085470085470085,0
413,183,1510,186,0.4430992736077482,8.118279569892474,0.845,0
42,137,249,198,3.261904761904762,1.2575757575757576,0.48,0
125,106,1289,186,0.848,6.93010752688172,0.89,0
74,79,2597,191,1.0675675675675675,13.596858638743456,0.81,0
83,86,121,194,1.036144578313253,0.6237113402061856,0.5206611570247934,0
64,60,1222,195,0.9375,6.266666666666667,0.815,0
85,75,31,190,0.8823529411764706,0.1631578947368421,0.4,0
30,21,118,199,0.7,0.592964824120603,0.0,0
131,70,1507,191,0.5343511450381679,7.890052356020942,0.321608040201005,0
178,197,4011,188,1.1067415730337078,21.33510638297872,1.035,0
46,45,639,190,0.9782608695652174,3.363157894736842,0.13,0
222,148,3036,197,0.6666666666666666,15.411167512690357,0.69,0
12,79,464,187,6.583333333333333,2.481283422459893,0.085,0
140,149,2546,193,1.0642857142857145,13.191709844559586,1.3423913043478262,0
64,44,995,197,0.6875,5.050761421319797,0.245,0
5766,5243,1362,197,0.9092958723551856,6.913705583756345,0.9086294416243654,0
110,88,1083,189,0.8,5.73015873015873,0.395,0
126,100,1216,199,0.7936507936507936,6.110552763819095,0.1725888324873096,0
130,186,2889,197,1.4307692307692308,14.66497461928934,0.7286432160804021,0
353,244,412,192,0.6912181303116147,2.145833333333333,0.885,0
105,67,3571,187,0.638095238095238,19.09625668449198,0.9798994974874372,0
76,68,289,191,0.8947368421052632,1.513089005235602,1.045,0
23,41,169,199,1.7826086956521738,0.8492462311557789,0.0887573964497041,0
204,211,1576,198,1.0343137254901962,7.959595959595959,0.63,0
174,211,885,196,1.2126436781609196,4.51530612244898,1.65,0
174,132,1340,185,0.7586206896551724,7.243243243243243,0.71,0
1,8,418,190,8.0,2.2,0.01,0
104,204,3246,185,1.9615384615384612,17.545945945945945,0.75,0
354,467,14654,192,1.3192090395480225,76.32291666666667,0.385,0
50,31,490,193,0.62,2.538860103626943,0.2763819095477386,0
60,169,1119,190,2.816666666666667,5.889473684210526,0.815,0
285,248,7073,198,0.8701754385964913,35.72222222222222,0.875,0
0,284,5709,195,inf,29.27692307692308,0.0,0
752,1663,4610,184,2.211436170212766,25.05434782608696,0.22,0
250,685,516,186,2.74,2.774193548387097,0.91,0
30,39,2156,196,1.3,11.0,0.81,0
5,14,21,198,2.8,0.106060606060606,0.238095238095238,0
46,134,2620,188,2.9130434782608696,13.936170212765957,0.59,0
33,80,1408,184,2.4242424242424243,7.6521739130434785,0.71,0
166,78,5661,193,0.4698795180722891,29.33160621761658,0.9,0
295,226,126,196,0.7661016949152543,0.6428571428571429,0.0555555555555555,0
10,67,79,184,6.7,0.4293478260869565,0.2658227848101265,0
109,26,13,189,0.2385321100917431,0.0687830687830687,0.2307692307692307,0
18,25,41,193,1.3888888888888888,0.2124352331606217,0.2926829268292683,0
151,142,2925,198,0.9403973509933776,14.772727272727272,0.695,0
4,5,5,196,1.25,0.0255102040816326,0.0,0
158,50,703,200,0.3164556962025316,3.515,0.03,0
133,292,3020,195,2.1954887218045114,15.487179487179487,0.6243654822335025,0
51,19,538,200,0.3725490196078431,2.69,0.03,0
68,31,22,199,0.4558823529411764,0.1105527638190954,0.4090909090909091,0
83,72,551,195,0.8674698795180723,2.825641025641026,0.4102564102564102,0
106,61,1192,191,0.5754716981132075,6.240837696335079,0.02,0
128,64,864,199,0.5,4.341708542713568,0.705,0
248,310,3279,192,1.25,17.078125,0.8492462311557789,0
62,77,824,188,1.2419354838709675,4.382978723404255,0.495,0
2137,1960,5529,193,0.917173607861488,28.647668393782386,0.3459119496855345,0
